haul someone over the coals	6
have a bad time of it	4
have a ball	9
have a bite	8
have a bone to pick	8
have a brick in one's hat	2
have a fable for	1
have a fit	9
have a gas	7
have a go	9
have a good one	7
have a good time	10
have a good time of it	4
have a hand in	8
have a handle on	8
have a hard time	10
have a hard time of it	5
have a head for	8
have a heart	10
have a jag on	3
have a laugh	9
have a mind of one's own	8
have a moment	9
have a mountain to climb	7
have a pair	5
have a poor time of it	4
have a quiet word	7
have a rough time of it	6
have a say	9
have a seat	10
have a snootful	2
have a stab	6
have a tantrum	8
have a thin time of it	3
have a tiger by the tail	5
have a time	6
have a time of it	4
have a way with	7
have a whale of a time	8
have a word	9
have a word in someone's ear	7
have a word with oneself	4
have an accident	10
have an easy time of it	7
have an eye for	8
have another thing coming	6
have another think coming	8
have at	7
have bats in one's belfry	5
have been around	9
have blood on one's hands	9
have done with	6
have eyes bigger than one's stomach	9
have eyes in the back of one's head	9
have got	10
have had it	9
have had it up to here	8
have had one's chips	5
have in mind	9
have it both ways	8
have it coming	8
have it going on	7
have it in one	2
have it large	4
have it your way	10
have its moments	7
have Jesus in one's heart	6
have legs	8
have more chins than a Chinese phone book	5
have more money than God	8
have no time for	9
have none of it	7
have one more time	9
have one's act together	9
have one's back up	8
have one's bread buttered for life	6
have one's cake and eat it too	10
have one's ducks in a row	9
have one's ears lowered	3
have one's ears pinned back	6
have one's fingers in many pies	7
have one's hand in the till	6
have one's hand out	5
have one's hands full	9
have one's head read	2
have one's heart in	4
have one's heart in the right place	8
have one's mind about one	3
have one's moments	7
have one's name on	5
have one's name taken	4
have one's name written all over	6
have one's number on it	5
have one's way	9
have one's way with	6
have one's wig snatched	3
have one's wits about one	8
have one's work cut out for one	7
have other fish to fry	8
have other ideas	9
have second thoughts	9
have seen one's day	6
have seen one's last gum tree	2
have seen this movie	8
have several seats	5
have someone by the balls	7
have someone by the short and curlies	5
have someone by the short hairs	6
have someone on toast	4
have someone's back	9
have someone's blood on one's head	6
have someone's guts for garters	3
have someone's head	7
have someone's hide	6
have someone's number	8
have something over with	7
have something to show for something	8
have the biscuit	4
have the blues	9
have the floor	8
have the hots for	8
have the last laugh	9
have the law of someone	2
have the right time	5
have the tiger by the tail	6
have the wind up	3
have the wolf by the ear	4
have the world by the tail	2
have time on one's hands	8
have time on one's side	9
have truck with	2
have up	5
have words	8
hazard a guess	9
HE-double-hockey-sticks	4
HE-double-L	1
HE-double-toothpicks	2
head and shoulders	10
head for the hills	8
head of steam	7
head over heels	8
head south	7
head start	9
head to toe	8
head-emptier	2
head-on	7
head-scratching	6
head-spinning	5
head-spinningly	3
head-the-ball	4
headlines	10
heads or tails	9
heads up	8
heads will roll	6
heads-down	5
heads-up	7
headwind	6
hear out	7
hear the end of it	6
hear the grass grow	5
hear things	7
hear through the grapevine	8
hear voices	9
heart balm	4
heart of glass	6
heart of gold	9
heart of hearts	7
heart of stone	8
heart-breaking	10
heart-shattering	7
hearts and flowers	6
hearts on sleeves	8
heat wave	10
heaven forbid	9
heavy as a dead donkey	2
heavy going	6
heavy hitter	7
heavy lifting	9
heavy with child	8
heavy-footed	5
heavy-hearted	8
hedge one's bets	7
hell and half of Georgia	3
hell from above	6
hell if I care	9
hell if I know	10
hell mend someone	2
hell on earth	8
hell on wheels	7
hell or high water	8
hell to pay	9
hell week	5
helmet hair	6
help a lame dog over a stile	2
helping hand	10
hem and haw	6
hen's tooth	4
herd cats	7
here goes nothing	9
here we go	10
here we go again	9
here you are	10
here you go	10
here, there and everywhere	8
here's to	9
hewers of wood and drawers of water	3
hidden in plain sight	8
hide in plain sight	7
hide nor hair	5
hide one's light under a bushel	6
hide the sausage	2
hiding to nothing	4
high and dry	8
high and mighty	9
high cotton	5
high ground	7
high horse	8
high noon	9
high on the hog	7
high on the totem pole	8
high road	7
high strangeness	2
high summer	6
high time	9
high-stakes	8
higher than a kite	6
highway robbery	9
hike up	7
hill to die on	5
hind tit	3
hindsight is 20/20	10
hired gun	8
hired muscle	6
hissing hot	4
hit a snag	8
hit above one's weight	6
hit below one's weight	5
hit home	9
hit it big	8
hit it up	5
hit like a ton of bricks	8
hit like a truck	7
hit on	9
hit one out of the ballpark	7
hit pause	8
hit paydirt	6
hit someone for six	4
hit someone when they are down	9
hit the accelerator	7
hit the big time	8
hit the bottle	9
hit the bricks	6
hit the buffers	5
hit the fan	10
hit the gas	9
hit the ground running	8
hit the high notes	7
hit the jackpot	10
hit the nail on the head	10
hit the pavement	8
hit the road	8
hit the rocks	5
hit the roof	9
hit the shelves	7
hit the shops	6
hit the spot	10
hit the stores	7
hit the streets	8
hit too close to home	9
hit two targets with one arrow	3
hit upon	7
hit with the stupid stick	4
hitch one's wagon to	6
hitch one's wagon to a star	5
hive of activity	7
hoe one's row	4
hog heaven	6
hoist by one's own petard	5
hold a grudge	9
hold a light	2
hold back	9
hold by the button	2
hold cheap	4
hold court	6
hold down	8
hold fast	7
hold firm	8
hold it together	9
hold off	9
hold on	10
hold one's alcohol	7
hold one's breath	10
hold one's drink	8
hold one's fire	9
hold one's head high	9
hold one's horses	8
hold one's jaw	3
hold one's liquor	8
hold one's nerve	8
hold one's own	9
hold one's peace	6
hold one's tongue	8
hold one's water	2
hold onto your hat	6
hold out	8
hold over	7
hold over someone's head	7
hold someone's feet to the fire	5
hold someone's hand	9
hold sway	5
hold tack	1
hold that thought	8
hold the cards	6
hold the floor	6
hold the line	9
hold the phone	6
hold the purse strings	7
hold the reins	6
hold the ring	4
hold the stage	5
hold together	8
hold up	10
hold up one's end	7
hold water	6
hold with the hare and run with the hounds	3
hold yew hard	1
hold-up play	4
holding pattern	8
hole in one	10
Hollywood moment	7
holy catfish	3
holy cow	8
holy crap	9
holy crap on a stick	5
holy crickets	6
holy doodle	2
holy fuck	9
holy macaroni	5
holy mackerel	7
holy moley	7
Holy of Holies	3
holy shit	9
holy smoke	7
home away from home	8
home game	9
home sweet home	10
home team	10
home training	6
homeless dumping	4
homely as a hedge fence	2
Honest Abe	8
honest John	5
honey do list	7
honey hole	6
honey trap	7
honey-mouthed	4
honor in the breach	2
honorable mention	8
hook it	6
hook up	9
hoover up	7
hop off	8
hop the wag	2
hop up	6
hope against hope	8
hopping mad	9
horizontal dancing	4
horizontal jogging	3
horizontal mambo	4
horizontal refreshments	5
horizontal tango	4
horror show	8
horse and rabbit stew	1
horse around	9
horse of a different color	8
horse opera	6
horse pill	7
horse's ass	7
horse's mouth	10
horses for courses	7
horseshoe up one's ass	2
horsetrade	4
horsetrading	4
hose down	7
hot air	9
hot and bothered	8
hot and cold	9
hot and heavy	8
hot desking	5
hot hand	7
hot off the presses	8
hot on	7
hot on someone's heels	8
hot on the trail	8
hot potato	9
hot shit	7
hot stuff	8
hot under the collar	7
hot water	10
hotter than a pistol	6
house cooling party	2
house nigger	3
house of cards	8
house of God	8
house of ill fame	6
house poor	6
housewarming	9
how are you	10
how come	10
how goes it	7
how so	8
how's the weather	10
how's tricks	6
howl at the moon	7
huckleberry above a persimmon	2
huckleberry above one's persimmon	2
hugs and kisses	10
hum and haw	7
human touch	8
humble pie	6
Humpty Dumptyism	2
hunger sauce	1
hunker down	9
hunt where the ducks are	6
hurler on the ditch	2
hurrah's nest	2
hurry up and wait	10
hurt a fly	9
hurt someone's feelings	10
hustle and bustle	8
hutch up	3
I can tell you	10
I can't hear you over the sound of	7
I choose violence	8
I could eat a horse	9
I don't fancy yours	6
I don't know about that	10
I have a bridge to sell you	9
I just work here	10
I never did	8
I rest my case	9
I see, said the blind man	4
I take it	9
I tell a lie	6
I tell you	8
I wish	10
I would	9
I'd like to see someone try	8
I'd say	9
I'll be	9
I'll be a monkey's uncle	7
I'll be bound	5
I'll be damned	8
I'll be danged	6
I'll say	8
I'll tell you	9
I'm not being funny	8
I'm not the one	8
I'm sure	10
I'm telling you	9
ice cool	7
ice maiden	5
ice queen	8
ice-calm	6
icing on the cake	9
idiot box	8
idiot mittens	2
if anything	8
if I'm honest	9
if I'm not there, start without me	10
if it works, it works	10
if it's all the same	7
if looks could kill	10
if need be	10
if needs be	9
if nothing else	10
if only	10
if pigs had wings	10
if the shoe fits	10
if the shoe fits, wear it	10
if these walls could talk	8
ill health	9
in a bake	2
in a big way	8
in a bind	7
in a box	6
in a flash	9
in a heartbeat	9
in a hen's hiney	1
in a league of one's own	6
in a nutshell	9
in a pig's arse	4
in a pig's eye	7
in a pig's patoot	2
in a pinch	8
in a right state	7
in a state	9
in a walk	3
in Abraham's bosom	4
in addition	10
in all honesty	9
in all one's born days	5
in all one's glory	7
in and of itself	8
in and out	10
in any way, shape, or form	9
in at the deep end	7
in bad odor	6
in bad taste	9
in bed	10
in black and white	10
in business	9
in character	8
in cold blood	9
in control	10
in detail	10
in Dickie's meadow	2
in Dutch	4
in effigy	6
in every sense of the word	8
in evidence	7
in fee	2
in fighting trim	4
in focus	8
in for a dime, in for a dollar	7
in for a penny, in for a pound	9
in for an inch, in for a mile	7
in for it	8
in for the kill	6
in front of one's nose	8
in full force	8
in full gear	7
in good odor	3
in heaven's name	6
in high dudgeon	3
in high gear	8
in jest	8
in jig time	4
in kind	6
in layman's terms	9
in layperson's terms	8
in laywoman's terms	7
in light of	9
in line	8
in living memory	7
in no small measure	6
in no small part	7
in no time	9
in no uncertain terms	8
in no way, shape, or form	9
in nothing flat	5
in one foul swoop	7
in one go	8
in one's altitudes	2
in one's back pocket	6
in one's bones	7
in one's cups	5
in one's dreams	7
in one's head	9
in one's hip pocket	6
in one's own good time	7
in one's own little way	5
in one's pocket	8
in one's right mind	9
in one's wildest dreams	8
in order	10
in other news	10
in other words	10
in plain sight	9
in plain view	9
in rare form	6
in reaction	7
in recent memory	8
in record time	9
in safe hands	9
in shape	10
in short trousers	4
in someone's face	9
in someone's pocket	8
in someone's shoes	10
in spades	6
in spite of	10
in stitches	9
in stride	8
in the act	10
in the altogether	5
in the black	7
in the blink of an eye	10
in the books	6
in the buff	8
in the business of	7
in the can	5
in the cards	8
in the clear	9
in the crosshairs	6
in the dark	10
in the dock	6
in the doghouse	9
in the drink	7
in the driver's seat	10
in the driving seat	7
in the face of	9
in the fast lane	8
in the final analysis	8
in the first place	10
in the flower of one's youth	6
in the foothills	5
in the front row	8
in the game	9
in the green tree … in the dry	3
in the groove	7
in the here and now	7
in the hole	6
in the hopper	5
in the hospital	10
in the hot seat	7
in the interest of justice	9
in the lead	9
in the least	9
in the limelight	8
in the line of duty	9
in the long run	10
in the long term	10
in the making	8
in the money	8
in the nick of time	10
in the nip	4
in the offing	6
in the pink of health	8
in the post	7
in the raw	7
in the red	9
in the reign of Queen Dick	1
in the right place at the right time	9
in the running	8
in the sack	6
in the same boat	9
in the same breath	9
in the same shoes	8
in the short run	9
in the spotlight	9
in the stratosphere	5
in the swim	3
in the tank	6
in the thick of	8
in the thick of it	8
in the toilet	5
in the twinkling of an eye	6
in the wake of	7
in the way	9
in the way of	8
in the weeds	6
in the wind	7
in the wink of an eye	6
in the works	8
in the world	10
in the worst way	7
in the wrong place at the wrong time	9
in the zone	8
in this day and age	9
in thunderation	1
in token of	3
in too deep	7
in touch	10
in two shakes	6
in vain	8
in view of	9
in virtue of	5
in with a chance	7
in words of one syllable	5
in your dreams	9
in your face	9
inch-perfect	6
Indian sign	2
ink in	4
inner circle	8
inner strength	8
ins and outs	7
inside baseball	5
inside job	8
inside joke	7
inside out	9
inside scoop	6
inside the box	6
installed base	3
interpret away	4
into detail	8
into thin air	8
iron eagle	2
iron fist	7
ironing board	9
irons in the fire	5
it can't be helped	7
it figures	8
it is what it is	9
it takes all kinds to make a world	8
it takes one to know one	9
it takes two to make a quarrel	9
it takes two to tango	10
it's about time	10
it's all good	9
it's all Greek to me	8
it's five o'clock somewhere	7
it's none of your business	10
itch the ditch	2
itchy feet	6
itchy trigger finger	7
ivory tower	6
jack in	4
jack of all trades	8
jack of all trades, master of none	9
Jack Tar	3
jam today	4
jam tomorrow	4
Jane Doe	8
Jane Hancock	1
Jane Roe	5
jaw away	3
Jedi mind trick	7
jerk off	8
jerkin the gherkin	2
jerkoff	7
Jesus, Mary and Joseph	9
Jesus, Mary, and Joseph	9
jet set	6
jet-setter	5
jet-setting	5
jewel in the crown	8
jill of all trades	4
jive turkey	3
Joe Average	7
Joe Citizen	6
joe job	4
Joe Public	8
Joe Random	5
jog on	6
jog someone's memory	9
John Citizen	5
John Hancock	8
John Henry	7
John Q. Public	5
Johnny-come-lately	7
Johnny-one-note	6
join forces	9
join hands	8
join the club	9
joined at the hip	8
jolly along	3
jot and tittle	2
jot down	9
judge, jury and executioner	8
jug ears	4
juggling act	8
juice up	6
jump at	7
jump at the chance	9
jump before one is pushed	6
jump down someone's throat	8
jump for joy	10
jump in one's skin	5
jump on	7
jump on the bandwagon	9
jump out	6
jump salty	2
jump someone's bones	6
jump the gun	10
jump the queue	8
jump the shark	7
jump through hoops	9
jump to conclusions	10
jumped-up	4
jungle telegraph	6
junkyard dog	7
jury is out	9
just a minute	10
just a second	10
just about	10
just another pretty face	8
just deserts	6
just folks	7
just in case	9
just like that	10
just the same	9
kangaroo court	6
keel over	8
keep a civil tongue in one's head	4
keep a close watch	8
keep a cool head	9
keep a lid on	8
keep a low profile	8
keep a weather eye open	5
keep an eye on	10
keep an eye open	9
keep an eye out	10
keep an eye peeled	7
keep company	8
keep good time	6
keep house	7
keep it between the ditches	3
keep it in the family	8
keep it moving	6
keep it real	8
keep it up	10
keep mum	7
keep off the streets	7
keep on	10
keep on truckin'	8
keep one's cards close to one's chest	9
keep one's chin up	10
keep one's cool	10
keep one's ears open	9
keep one's eye on the ball	10
keep one's eyes peeled	9
keep one's fingers crossed	10
keep one's hair on	6
keep one's head	9
keep one's head above water	10
keep one's head down	10
keep one's head on a swivel	7
keep one's knickers on	5
keep one's lips sealed	7
keep one's mouth shut	9
keep one's nose clean	8
keep one's options open	9
keep one's pants on	7
keep one's pecker up	3
keep one's stick on the ice	4
keep one's temper	7
keep pace	8
keep quiet	10
keep shtum	2
keep someone company	10
keep someone in the loop	9
keep someone on ice	5
keep someone on their toes	8
keep someone posted	9
keep someone sweet	6
keep someone up at night	7
keep straight	6
keep tabs on	8
keep the ball rolling	7
keep the home fires burning	6
keep the peace	9
keep the pot boiling	5
keep the show on the road	7
keep the wolf from the door	8
keep up	9
keep up appearances	8
keep up with the Joneses	9
keep up with the times	9
keep watch	8
kernel of truth	7
kettle of fish	6
keys to the kingdom	8
kick a dog when it's down	7
kick against the pricks	4
kick ass	8
kick ass and take names	7
kick at an open door	4
kick at the can	3
kick bollocks scramble	1
kick butt	9
kick in	8
kick in the teeth	5
kick into touch	3
kick it	7
kick loose	4
kick off	9
kick one's heels	5
kick out	7
kick out the jams	3
kick rocks	4
kick some tires	6
kick someone when they are down	8
kick someone's ass	9
kick the beam	2
kick the bucket	10
kick the can down the road	7
kick the habit	8
kick the tires	7
kick the tyres	6
kick to the curb	5
kick up a fuss	8
kick up one's heels	7
kick upstairs	6
kick with the other foot	5
kicking and screaming	9
kicking boots	3
kid around	8
kiddie table	7
kidding aside	8
kill me	9
kill one's darlings	6
kill the fatted calf	6
kill the goose that lays the golden eggs	9
kill two birds with one stone	10
killer instinct	9
kind of	10
kind regards	10
kindest regards	10
kindle-coal	2
kindle-fire	5
kindred soul	7
kindred spirit	8
king of all one surveys	5
king of beasts	9
king of birds	6
king of the castle	8
king of the hill	9
King Shit of Turd Island	2
king's cushion	2
king's ransom	8
kiss and cry	6
kiss and make up	10
kiss arse	7
kiss ass	10
kiss my ass	10
kiss of death	9
kiss of life	8
kiss off	7
kiss someone's ass	9
kiss someone's ring	6
kiss the gunner's daughter	2
kiss up	9
kiss up to	9
kitchen table software	5
knee slapper	7
knee-deep in the Big Muddy	4
knee-high to a grasshopper	8
knight in shining armor	10
knight of the post	1
knit one's brows	7
knit one's eyebrows	8
knit together	7
knock a buzzard off a shit wagon	2
knock a dog off a gut wagon	3
knock a skunk off a gut wagon	3
knock down	9
knock down a peg	8
knock for a loop	7
knock it off	9
knock it out of the park	8
knock on heaven's door	7
knock on wood	10
knock oneself out	8
knock out	10
knock out of the box	3
knock some sense into	7
knock someone down with a feather	5
knock someone flat	6
knock someone off their perch	6
knock someone over with a feather	5
knock someone's socks off	9
knock the living daylights out of	7
knock the stuffing out of	8
knock together	6
knocking on heaven's door	7
know beans about	5
know every trick in the book	7
know from a bar of soap	2
know inside and out	9
know no bounds	7
know one's ass from a hole in the ground	6
know one's own mind	8
know one's shit	6
know one's way around	8
know someone	10
know someone from a can of paint	4
know someone from Adam	5
know someone in the biblical sense	6
know the drill	9
know the score	8
know what is what	7
know where the bodies are buried	6
know which end is up	7
know which side one's bread is buttered on	6
knuckle down	8
knuckle dragger	5
knuckle sandwich	6
knuckle under	7
Kool-Aid smile	2
L-bomb	4
lab rat	6
labor of love	9
laced mutton	1
laced-up	5
ladies' man	8
lady garden	3
lady or tiger	5
lady's man	8
land in someone's lap	7
land of opportunity	9
land on	7
land on one's feet	8
land poor	5
land the plane	7
landing strip	6
lap dog	7
lap of luxury	9
lap up	8
large and in charge	7
last burst of fire	4
last full measure	5
last hurrah	7
last mile	6
last minute	10
last nail in the coffin	9
last of the big spenders	5
last resort	10
last roundup	6
last straw	9
Last Supper	10
last thing	10
last thing one needs	10
last trump	3
last word	10
last-ditch	7
latch onto	9
latch-key child	8
late model	9
lathered up	3
laugh a minute	6
laugh all the way to the bank	8
laugh in one's sleeve	4
laugh one's head off	9
laugh out of court	5
laugh up one's sleeve	4
laughing stock	7
laundry list	6
lay a finger on	8
lay an anchor to the windward	2
lay an egg	7
lay at someone's door	5
lay by the heels	3
lay down the law	9
lay down the marker	4
lay eggs	5
lay eyes on	8
lay hands on	7
lay it on thick	6
lay odds	7
lay of the land	9
lay off	10
lay on	7
lay on the line	8
lay over	6
lay rubber	3
lay something at the feet of	6
lay store by	4
lay the groundwork	9
lay to rest	10
lead by the nose	7
lead nowhere	9
lead on	8
lead someone up the garden path	7
lead the line	6
lead time	8
lead up to	9
lead with one's chin	6
leading light	7
leap to mind	8
leaps and bounds	9
learn one's place	7
learn to walk before one can run	9
least said, soonest mended	5
leather working	2
leather-lunged	3
leave a sour taste in one's mouth	9
leave at the door	6
leave behind	10
leave home	10
leave it all on the field	8
leave it alone	10
leave it at that	9
leave it be	8
leave no crumbs	4
leave no stone unturned	9
leave off	6
leave on	10
leave someone high and dry	7
leave someone holding the baby	6
leave someone in the dust	7
leave someone in the lurch	5
leave someone out in the cold	8
leave someone to their own devices	7
leave something to be desired	9
leave the ball in someone's court	8
leave the door open	10
left turn	10
left-handed compliment	6
legal beagle	4
legal duty	9
legend in one's own lifetime	7
legend in one's own lunchtime	2
lemon law	5
lend a hand	10
lend an ear	9
lend itself to	8
les jeux sont faits	1
lesser of two evils	9
let alone	8
let bygones be bygones	6
let crazy stick its dick in you	1
let down	10
let drive	2
let fly	5
let go and let God	7
let it all hang out	6
let it alone	7
let it be	9
let loose	8
let nature take its course	8
let off	9
let on	6
let one go	7
let one's hair down	8
let oneself go	7
let sleeping dogs lie	9
let slide	7
let slip	7
let someone down gently	8
let someone go	9
let someone have it	7
let something slip	8
let the buyer beware	9
let the cat out of the bag	10
let the chips fall where they may	7
let the grass grow under one's feet	6
let the perfect be the enemy of the good	5
let this cup pass from me	4
let well alone	6
let-out	6
let's be having you	2
let's get the party started	10
let's get this circus on the road	7
let's not and say we did	5
letters after one's name	7
level best	8
level off	7
level to the ground	9
level with	9
level-headed	9
libel chill	1
licence to print money	7
lick and a promise	5
lick into shape	7
lick my balls	6
lick one's chops	7
lick one's wounds	9
lick out	3
lick someone's ass	7
lick someone's balls	6
lick the pants off	4
lie at someone's door	6
lie back and think of England	5
lie before	2
lie ill in one's mouth	1
lie in one's throat	2
lie low	9
lie through one's teeth	10
life and soul of the party	9
life is too short	10
life of its own	8
life of Riley	7
life of the party	10
life's a bitch	9
lift all boats	6
lift one's game	8
lift someone's spirits	9
light a fire under	9
light at the end of the tunnel	10
light bucket	2
light in the loafers	4
light skirt	3
light someone's ass up	6
light the blue touchpaper	3
light up	9
light up a room	8
lighten someone's purse	6
lighten up	10
lightning fast	9
lightning in a bottle	6
lightning-quick	8
lightningly	3
like a bull at a gate	7
like a champ	9
like a chicken with the pip	2
like a demon	8
like a duck takes to water	7
like a duck to water	9
like a man possessed	8
like a phoenix from the ashes	7
like butter on a bald monkey	4
like cheese at fourpence	2
like it or lump it	8
like mother, like daughter	10
like no other	8
like one's life depended on it	9
like someone owns the place	7
like talking to a wall	10
like that	10
like the sound of one's own voice	7
like there is no tomorrow	9
like water off a duck's back	8
lily-livered	5
line in the sand	7
line of fire	8
line one's pockets	7
lion-hearted	6
lion's den	8
lion's share	8
lip service	7
liquid courage	8
listen up	9
little emperor	3
little girl	10
little head	6
little old	9
little pitcher	5
little strokes fell great oaks	6
little-ease	1
live a lie	6
live and die by	7
live and let live	9
live beyond one's means	8
live in sin	6
live in the past	9
live in the shadow of	7
live it up	8
live large	7
live off	8
live on	9
live on the edge	8
live one	2
live over the brush	1
live paycheck to paycheck	9
live rent-free in someone's head	6
live rent-free in someone's mind	6
live the dream	8
live to tell the tale	10
live with	10
living death	6
living end	8
living proof	9
load of shit	9
load up	9
load up on	9
loaded for bear	7
loaded language	6
loaded word	7
loaf about	6
loaf around	7
lock horns	8
lock into	8
locker room humor	8
log off	10
lone gunman	9
lone it	5
long arm	6
long arm of the law	9
long drink	3
long finger	4
long green	6
long haul	8
long in the tooth	7
long odds	7
long pork	2
long row to hoe	5
long run	9
long screwdriver	4
long shot	8
long since	7
long story short	9
long time	10
long time no hear	6
long time no see	10
long-time listener, first-time caller	8
look as if one had lost a shilling and found sixpence	5
look as if one has lost a shilling and found sixpence	5
look before one leaps	10
look down on	8
look down one's nose	6
look down upon	7
look for a dog to kick	4
look for number one	7
look forward to	10
look here	9
look into	10
look like	10
look off	5
look on	8
look on the bright side	9
look on the bright side of it	9
look on the dark side	6
look out	10
look out for number one	7
look out for someone	9
look over one's shoulder	6
look the other way	8
look the part	9
look through	8
look to	9
look up	10
look up and down	8
look what the cat's dragged in	9
look-in	6
loom large	8
loose cannon	9
loose change	10
loose end	9
loose ends	10
loose lip	8
loosen someone's tongue	9
loosen the apron strings	7
loosen the purse strings	9
lord it over	8
lord of the flies	9
Lord willing and the creek don't rise	8
Lord's Supper	7
lose face	9
lose ground	7
lose it	9
lose one's cool	8
lose one's head	7
lose one's mind	8
lose one's shirt	6
lose one's shit	9
lose one's temper	9
lose one's touch	7
lose one's virginity	10
lose one's wits	6
lose the bell	2
lose the number of one's mess	1
lose touch	9
loss of face	5
lost cause	8
lost errand	3
lost in the shuffle	7
lost in translation	9
lost on	7
lost soul	8
louse up	3
love at first sight	10
love goggles	6
love muscle	2
love nest	8
love of one's life	9
low blow	9
low on the totem pole	8
low road	7
low-down	5
low-hanging fruit	7
lower one's sights	6
lower the bar	9
lower the boom	5
lubrication payment	4
luck of the draw	8
luck out	7
lucky break	10
lucky dip	5
lucky dog	8
lucky duckling	2
lucky star	7
lump in one's throat	9
lump to one's throat	8
lunatics have taken over the asylum	7
lush it up	3
mad money	6
made for each other	9
made in China	10
made in Japan	10
made in the shade	7
made of sterner stuff	6
magic asterisk	1
magic box	5
magic bullet	8
magic touch	7
mail it in	6
main character	9
main man	8
make a leg	1
make a light	1
make a better door than a window	2
make a noise in the world	3
make a night of it	5
make a pig of oneself	5
make a clean breast	6
make a killing	7
make a career of	8
make a go of	8
Main Street	9
make a big thing out of	9
make a break for it	9
make a difference	10
make a mockery of	10
make a monkey out of	10
make a mountain out of a molehill	10
make a move	10
make a name for oneself	10
make a meal of	10
make a pig's ear of	3
make a point	9
make a run for it	8
make a scene	9
make a show of oneself	7
make a silk purse of a sow's ear	5
make a spectacle of oneself	7
make a splash	8
make a virtue of necessity	6
make all the difference	9
make amends	8
make an appearance	9
make an ass of	8
make an example of	8
make an exhibition of oneself	6
make an honest woman	7
make baby Jesus cry	2
make beautiful music together	7
make believe	9
make biscuits	4
make book	2
make bricks without straw	5
make do	9
make do and mend	7
make ends meet	10
make faces	8
make for	9
make fun of	10
make game of	6
make garden	1
make good on	7
make ground	4
make happen	8
make hard work of	7
make haste slowly	6
make hay	5
make hay while the sun shines	9
make head or tail of	7
make headway	8
make heavy going of	6
make heavy weather	4
make history	8
make interesting	2
make it rain	7
make it snappy	6
make it up as one goes along	9
make it up to	8
make light of	7
make light work of	7
make like a banana and split	5
make like a tree and leave	6
make love to the camera	6
make matters worse	9
make mention of	7
make mincemeat out of	5
make money	10
make muffins	3
make news	8
make no bones about	6
make one's bed	9
make one's bed and lie in it	9
make one's bow	3
make one's hand	2
make one's mark	8
make one's way	9
make oneself at home	10
make oneself clear	10
make out like a bandit	8
make over	7
make peace	10
make pigs and whistles of	1
make quick work of	7
make room	10
make sense	10
make shit of	5
make short work of	8
make someone's blood boil	9
make someone's day	9
make someone's ears sad	1
make someone's head spin	8
make someone's jaw drop	7
make someone's skin crawl	8
make someone's teeth itch	2
make something of oneself	9
make strange	3
make the bald man cry	1
make the best of	9
make the best of one's way	4
make the cut	7
make the grade	8
make the most of	9
make the running	4
make the weather	5
make the welkin ring	2
make the world go around	6
make time	9
make time with	6
make tracks	7
make trial of	4
make up one's mind	10
make up the numbers	4
make waves	7
make yourself at home	10
mama's boy	9
man among men	6
man down	8
man in the street	5
man of few words	9
man of parts	3
man of the people	7
man on the street	6
man the fort	5
man up	10
manners maketh man	4
manoeuvre the apostles	1
many a time and oft	5
many happy returns	9
many moons ago	8
march to the beat of a different drum	10
mark my words	10
mark someone's card	4
marry off	7
marry the ketchup	1
Mary Celeste	3
mass destruction	6
Master John Goodfellow	1
Master of the Universe	5
match made in heaven	9
match made in hell	8
matter of course	7
matter of life and death	10
matter of time	10
may as well	9
may the Force be with you	10
may the Force be without you	2
may the Force not be with you	2
maypole	5
me three	6
meal ticket	7
mean business	10
mean streak	8
mean the world to	9
meant to	10
measles	7
measure swords with someone	5
measure the drapes	3
measure up	8
meat market	6
meat on one's bones	6
meat on the bones	7
meat rack	4
media darling	7
meet a sticky end	5
meet halfway	9
meet one's maker	8
meeting of the minds	7
melon head	2
melt in the mouth	6
melt into	7
member for Barkshire	1
memory lane	9
memory-hole	3
mend fences	7
mend one's ways	8
mercy fuck	4
mercy sake's alive	2
mere mortal	8
Merry Andrew	4
merry dance	6
merry men	7
mess of pottage	4
mess up	10
method to one's madness	8
Mexican breakfast	3
mic drop	7
Mickey Mouse	9
Midas touch	8
middle ground	9
middle of nowhere	10
middle of the road	9
might as well	10
milestone	10
milieu control	2
milk of human kindness	6
milk the clock	7
Miller of Dee	1
mince words	8
mind how you go	6
mind one's language	9
mind one's own business	10
mind one's P's and Q's	7
mind one's ps and qs	7
mind the store	8
mind you	10
mind-numbing	9
mind's ear	6
miner's canary	5
miners' canary	5
mines and minerals	7
minor miracle	9
mint condition	10
Miss Right	6
miss the forest for the trees	8
miss the mark	9
miss the wood for the trees	7
miss the woods for the trees	7
missing stair	3
mission creep	7
Mister Right	7
Mister Wrong	6
mix apples and oranges	8
mix it up	9
mix up	10
mixed bag	9
mixed blessing	8
mixed herbs	8
mixed message	9
mixed picture	7
modest proposal	5
moment in the sun	7
moment of truth	8
Monday-morning quarterback	7
money for jam	2
money for old rope	3
money pit	7
money's worth	8
monkey around	9
monkey business	8
monkey up	4
monkey's paw	5
Monopoly money	9
month in, month out	6
month of Sundays	6
moonlight flit	3
moral bankruptcy	7
moral high ground	8
moral low ground	6
morally bankrupt	7
more cry than wool	4
more equal	6
more often than not	9
more than meets the eye	8
more than one bargained for	7
more than you can shake a stick at	6
more's the pity	5
morning person	9
most an end	2
mother hen	8
mother lode	7
mother-hive	3
motion of someone's ocean	1
mouth breather	6
mouth the words	7
